编号,英文slug,标题,难度,是否付费,任务领受Agent编号,当前任务状态
1033,moving-stones-until-consecutive,Moving Stones Until Consecutive,中等,否,,已拉取
1034,coloring-a-border,Coloring A Border,中等,否,,已拉取
1035,uncrossed-lines,Uncrossed Lines,中等,否,,已拉取
1036,escape-a-large-maze,Escape a Large Maze,困难,否,,已拉取
1037,valid-boomerang,Valid Boomerang,简单,否,,已拉取
1038,binary-search-tree-to-greater-sum-tree,Binary Search Tree to Greater Sum Tree,中等,否,,已拉取
1039,minimum-score-triangulation-of-polygon,Minimum Score Triangulation of Polygon,中等,否,,已拉取
1040,moving-stones-until-consecutive-ii,Moving Stones Until Consecutive II,中等,否,,已拉取
1041,robot-bounded-in-circle,Robot Bounded In Circle,中等,否,,已拉取
1042,flower-planting-with-no-adjacent,Flower Planting With No Adjacent,中等,否,,已拉取
1043,partition-array-for-maximum-sum,Partition Array for Maximum Sum,中等,否,,已拉取
1044,longest-duplicate-substring,Longest Duplicate Substring,困难,否,,已拉取
1045,customers-who-bought-all-products,Customers Who Bought All Products,中等,否,,已拉取
1046,last-stone-weight,Last Stone Weight,简单,否,,已拉取
1047,remove-all-adjacent-duplicates-in-string,Remove All Adjacent Duplicates In String,简单,否,,已拉取
1048,longest-string-chain,Longest String Chain,中等,否,,已拉取
1049,last-stone-weight-ii,Last Stone Weight II,中等,否,,已拉取
1050,actors-and-directors-who-cooperated-at-least-three-times,Actors and Directors Who Cooperated At Least Three Times,简单,否,,已拉取
1051,height-checker,Height Checker,简单,否,,已拉取
1052,grumpy-bookstore-owner,Grumpy Bookstore Owner,中等,否,,已拉取
1053,previous-permutation-with-one-swap,Previous Permutation With One Swap,中等,否,,已拉取
1054,distant-barcodes,Distant Barcodes,中等,否,,已拉取
1055,shortest-way-to-form-string,Shortest Way to Form String,中等,是,,已拉取
1056,confusing-number,Confusing Number,简单,是,,已拉取
1057,campus-bikes,Campus Bikes,中等,是,,已拉取
1058,minimize-rounding-error-to-meet-target,Minimize Rounding Error to Meet Target,中等,是,,已拉取
1059,all-paths-from-source-lead-to-destination,All Paths from Source Lead to Destination,中等,是,,已拉取
1060,missing-element-in-sorted-array,Missing Element in Sorted Array,中等,是,,已拉取
1061,lexicographically-smallest-equivalent-string,Lexicographically Smallest Equivalent String,中等,否,,已拉取
1062,longest-repeating-substring,Longest Repeating Substring,中等,是,,已拉取
1063,number-of-valid-subarrays,Number of Valid Subarrays,困难,是,,已拉取
1064,fixed-point,Fixed Point,简单,是,,已拉取
1065,index-pairs-of-a-string,Index Pairs of a String,简单,是,,已拉取
1066,campus-bikes-ii,Campus Bikes II,中等,是,,已拉取
1067,digit-count-in-range,Digit Count in Range,困难,是,,已拉取
1068,product-sales-analysis-i,Product Sales Analysis I,简单,否,,已拉取
1069,product-sales-analysis-ii,Product Sales Analysis II,简单,是,,已拉取
1070,product-sales-analysis-iii,Product Sales Analysis III,中等,否,,已拉取
1071,greatest-common-divisor-of-strings,Greatest Common Divisor of Strings,简单,否,,已拉取
1072,flip-columns-for-maximum-number-of-equal-rows,Flip Columns For Maximum Number of Equal Rows,中等,否,,已拉取
1073,adding-two-negabinary-numbers,Adding Two Negabinary Numbers,中等,否,,已拉取
1074,number-of-submatrices-that-sum-to-target,Number of Submatrices That Sum to Target,困难,否,,已拉取
1075,project-employees-i,Project Employees I,简单,否,,已拉取
1076,project-employees-ii,Project Employees II,简单,是,,已拉取
1077,project-employees-iii,Project Employees III,中等,是,,已拉取
1078,occurrences-after-bigram,Occurrences After Bigram,简单,否,,已拉取
1079,letter-tile-possibilities,Letter Tile Possibilities,中等,否,,已拉取
1080,insufficient-nodes-in-root-to-leaf-paths,Insufficient Nodes in Root to Leaf Paths,中等,否,,已拉取
1081,smallest-subsequence-of-distinct-characters,Smallest Subsequence of Distinct Characters,中等,否,,已拉取
1082,sales-analysis-i,Sales Analysis I,简单,是,,已拉取
1083,sales-analysis-ii,Sales Analysis II,简单,是,,已拉取
1084,sales-analysis-iii,Sales Analysis III,简单,否,,已拉取
1085,sum-of-digits-in-the-minimum-number,Sum of Digits in the Minimum Number,简单,是,,已拉取
1086,high-five,High Five,简单,是,,已拉取
1087,brace-expansion,Brace Expansion,中等,是,,已拉取
1088,confusing-number-ii,Confusing Number II,困难,是,,已拉取
1089,duplicate-zeros,Duplicate Zeros,简单,否,,已拉取
1090,largest-values-from-labels,Largest Values From Labels,中等,否,,已拉取
1091,shortest-path-in-binary-matrix,Shortest Path in Binary Matrix,中等,否,,已拉取
1092,shortest-common-supersequence,Shortest Common Supersequence ,困难,否,,已拉取
1093,statistics-from-a-large-sample,Statistics from a Large Sample,中等,否,,已拉取
1094,car-pooling,Car Pooling,中等,否,,已拉取
1095,find-in-mountain-array,Find in Mountain Array,困难,否,,已拉取
1096,brace-expansion-ii,Brace Expansion II,困难,否,,已拉取
1097,game-play-analysis-v,Game Play Analysis V,困难,是,,已拉取
1098,unpopular-books,Unpopular Books,中等,是,,已拉取
1099,two-sum-less-than-k,Two Sum Less Than K,简单,是,,已拉取
1100,find-k-length-substrings-with-no-repeated-characters,Find K-Length Substrings With No Repeated Characters,中等,是,,已拉取
1101,the-earliest-moment-when-everyone-become-friends,The Earliest Moment When Everyone Become Friends,中等,是,,已拉取
1102,path-with-maximum-minimum-value,Path With Maximum Minimum Value,中等,是,,已拉取
1103,distribute-candies-to-people,Distribute Candies to People,简单,否,,已拉取
1104,path-in-zigzag-labelled-binary-tree,Path In Zigzag Labelled Binary Tree,中等,否,,已拉取
1105,filling-bookcase-shelves,Filling Bookcase Shelves,中等,否,,已拉取
1106,parsing-a-boolean-expression,Parsing A Boolean Expression,困难,否,,已拉取
1107,new-users-daily-count,New Users Daily Count,中等,是,,已拉取
1108,defanging-an-ip-address,Defanging an IP Address,简单,否,,已拉取
1109,corporate-flight-bookings,Corporate Flight Bookings,中等,否,,已拉取
1110,delete-nodes-and-return-forest,Delete Nodes And Return Forest,中等,否,,已拉取
1111,maximum-nesting-depth-of-two-valid-parentheses-strings,Maximum Nesting Depth of Two Valid Parentheses Strings,中等,否,,已拉取
1112,highest-grade-for-each-student,Highest Grade For Each Student,中等,是,,已拉取
1113,reported-posts,Reported Posts,简单,是,,已拉取
1114,print-in-order,Print in Order,简单,否,,已拉取
1115,print-foobar-alternately,Print FooBar Alternately,中等,否,,已拉取
1116,print-zero-even-odd,Print Zero Even Odd,中等,否,,已拉取
1117,building-h2o,Building H2O,中等,否,,已拉取
1118,number-of-days-in-a-month,Number of Days in a Month,简单,是,,已拉取
1119,remove-vowels-from-a-string,Remove Vowels from a String,简单,是,,已拉取
1120,maximum-average-subtree,Maximum Average Subtree,中等,是,,已拉取
1121,divide-array-into-increasing-sequences,Divide Array Into Increasing Sequences,困难,是,,已拉取
1122,relative-sort-array,Relative Sort Array,简单,否,,已拉取
1123,lowest-common-ancestor-of-deepest-leaves,Lowest Common Ancestor of Deepest Leaves,中等,否,,已拉取
1124,longest-well-performing-interval,Longest Well-Performing Interval,中等,否,,已拉取
1125,smallest-sufficient-team,Smallest Sufficient Team,困难,否,,已拉取
1126,active-businesses,Active Businesses,中等,是,,已拉取
1127,user-purchase-platform,User Purchase Platform,困难,是,,已拉取
1128,number-of-equivalent-domino-pairs,Number of Equivalent Domino Pairs,简单,否,,已拉取
1129,shortest-path-with-alternating-colors,Shortest Path with Alternating Colors,中等,否,,已拉取
1130,minimum-cost-tree-from-leaf-values,Minimum Cost Tree From Leaf Values,中等,否,,已拉取
1131,maximum-of-absolute-value-expression,Maximum of Absolute Value Expression,中等,否,,已拉取
1132,reported-posts-ii,Reported Posts II,中等,是,,已拉取
1133,largest-unique-number,Largest Unique Number,简单,是,,已拉取
1134,armstrong-number,Armstrong Number,简单,是,,已拉取
1135,connecting-cities-with-minimum-cost,Connecting Cities With Minimum Cost,中等,是,,已拉取
1136,parallel-courses,Parallel Courses,中等,是,,已拉取
1137,n-th-tribonacci-number,N-th Tribonacci Number,简单,否,,已拉取
1138,alphabet-board-path,Alphabet Board Path,中等,否,,已拉取
1139,largest-1-bordered-square,Largest 1-Bordered Square,中等,否,,已拉取
1140,stone-game-ii,Stone Game II,中等,否,,已拉取
1141,user-activity-for-the-past-30-days-i,User Activity for the Past 30 Days I,简单,否,,已拉取
1142,user-activity-for-the-past-30-days-ii,User Activity for the Past 30 Days II,简单,是,,已拉取
1143,longest-common-subsequence,Longest Common Subsequence,中等,否,,已拉取
1144,decrease-elements-to-make-array-zigzag,Decrease Elements To Make Array Zigzag,中等,否,,已拉取
1145,binary-tree-coloring-game,Binary Tree Coloring Game,中等,否,,已拉取
1146,snapshot-array,Snapshot Array,中等,否,,已拉取
1147,longest-chunked-palindrome-decomposition,Longest Chunked Palindrome Decomposition,困难,否,,已拉取
1148,article-views-i,Article Views I,简单,否,,已拉取
1149,article-views-ii,Article Views II,中等,是,,已拉取
1150,check-if-a-number-is-majority-element-in-a-sorted-array,Check If a Number Is Majority Element in a Sorted Array,简单,是,,已拉取
1151,minimum-swaps-to-group-all-1s-together,Minimum Swaps to Group All 1's Together,中等,是,,已拉取
1152,analyze-user-website-visit-pattern,Analyze User Website Visit Pattern,中等,是,,已拉取
1153,string-transforms-into-another-string,String Transforms Into Another String,困难,是,,已拉取
1154,day-of-the-year,Day of the Year,简单,否,,已拉取
1155,number-of-dice-rolls-with-target-sum,Number of Dice Rolls With Target Sum,中等,否,,已拉取
1156,swap-for-longest-repeated-character-substring,Swap For Longest Repeated Character Substring,中等,否,,已拉取
1157,online-majority-element-in-subarray,Online Majority Element In Subarray,困难,否,,已拉取
1158,market-analysis-i,Market Analysis I,中等,否,,已拉取
1159,market-analysis-ii,Market Analysis II,困难,是,,已拉取
1160,find-words-that-can-be-formed-by-characters,Find Words That Can Be Formed by Characters,简单,否,,已拉取
1161,maximum-level-sum-of-a-binary-tree,Maximum Level Sum of a Binary Tree,中等,否,,已拉取
1162,as-far-from-land-as-possible,As Far from Land as Possible,中等,否,,已拉取
1163,last-substring-in-lexicographical-order,Last Substring in Lexicographical Order,困难,否,,已拉取
1164,product-price-at-a-given-date,Product Price at a Given Date,中等,否,,已拉取
1165,single-row-keyboard,Single-Row Keyboard,简单,是,,已拉取
1166,design-file-system,Design File System,中等,是,,已拉取
1167,minimum-cost-to-connect-sticks,Minimum Cost to Connect Sticks,中等,是,,已拉取
1168,optimize-water-distribution-in-a-village,Optimize Water Distribution in a Village,困难,是,,已拉取
1169,invalid-transactions,Invalid Transactions,中等,否,,已拉取
1170,compare-strings-by-frequency-of-the-smallest-character,Compare Strings by Frequency of the Smallest Character,中等,否,,已拉取
1171,remove-zero-sum-consecutive-nodes-from-linked-list,Remove Zero Sum Consecutive Nodes from Linked List,中等,否,,已拉取
1172,dinner-plate-stacks,Dinner Plate Stacks,困难,否,,已拉取
1173,immediate-food-delivery-i,Immediate Food Delivery I,简单,是,,已拉取
1174,immediate-food-delivery-ii,Immediate Food Delivery II,中等,否,,已拉取
1175,prime-arrangements,Prime Arrangements,简单,否,,已拉取
1176,diet-plan-performance,Diet Plan Performance,简单,是,,已拉取
1177,can-make-palindrome-from-substring,Can Make Palindrome from Substring,中等,否,,已拉取
1178,number-of-valid-words-for-each-puzzle,Number of Valid Words for Each Puzzle,困难,否,,已拉取
1179,reformat-department-table,Reformat Department Table,简单,否,,已拉取
1180,count-substrings-with-only-one-distinct-letter,Count Substrings with Only One Distinct Letter,简单,是,,已拉取
1181,before-and-after-puzzle,Before and After Puzzle,中等,是,,已拉取
1182,shortest-distance-to-target-color,Shortest Distance to Target Color,中等,是,,已拉取
1183,maximum-number-of-ones,Maximum Number of Ones,困难,是,,已拉取
1184,distance-between-bus-stops,Distance Between Bus Stops,简单,否,,已拉取
1185,day-of-the-week,Day of the Week,简单,否,,已拉取
1186,maximum-subarray-sum-with-one-deletion,Maximum Subarray Sum with One Deletion,中等,否,,已拉取
1187,make-array-strictly-increasing,Make Array Strictly Increasing,困难,否,,已拉取
1188,design-bounded-blocking-queue,Design Bounded Blocking Queue,中等,是,,已拉取
1189,maximum-number-of-balloons,Maximum Number of Balloons,简单,否,,已拉取
1190,reverse-substrings-between-each-pair-of-parentheses,Reverse Substrings Between Each Pair of Parentheses,中等,否,,已拉取
1191,k-concatenation-maximum-sum,K-Concatenation Maximum Sum,中等,否,,已拉取
1192,critical-connections-in-a-network,Critical Connections in a Network,困难,否,,已拉取
1193,monthly-transactions-i,Monthly Transactions I,中等,否,,已拉取
1194,tournament-winners,Tournament Winners,困难,是,,已拉取
1195,fizz-buzz-multithreaded,Fizz Buzz Multithreaded,中等,否,,已拉取
1196,how-many-apples-can-you-put-into-the-basket,How Many Apples Can You Put into the Basket,简单,是,,已拉取
1197,minimum-knight-moves,Minimum Knight Moves,中等,是,,已拉取
1198,find-smallest-common-element-in-all-rows,Find Smallest Common Element in All Rows,中等,是,,已拉取
1199,minimum-time-to-build-blocks,Minimum Time to Build Blocks,困难,是,,已拉取
1200,minimum-absolute-difference,Minimum Absolute Difference,简单,否,,已拉取
1201,ugly-number-iii,Ugly Number III,中等,否,,已拉取
1202,smallest-string-with-swaps,Smallest String With Swaps,中等,否,,已拉取
1203,sort-items-by-groups-respecting-dependencies,Sort Items by Groups Respecting Dependencies,困难,否,,已拉取
1204,last-person-to-fit-in-the-bus,Last Person to Fit in the Bus,中等,否,,已拉取
1205,monthly-transactions-ii,Monthly Transactions II,中等,是,,已拉取
1206,design-skiplist,Design Skiplist,困难,否,,已拉取
1207,unique-number-of-occurrences,Unique Number of Occurrences,简单,否,,已拉取
1208,get-equal-substrings-within-budget,Get Equal Substrings Within Budget,中等,否,,已拉取
1209,remove-all-adjacent-duplicates-in-string-ii,Remove All Adjacent Duplicates in String II,中等,否,,已拉取
1210,minimum-moves-to-reach-target-with-rotations,Minimum Moves to Reach Target with Rotations,困难,否,,已拉取
1211,queries-quality-and-percentage,Queries Quality and Percentage,简单,否,,已拉取
1212,team-scores-in-football-tournament,Team Scores in Football Tournament,中等,是,,已拉取
1213,intersection-of-three-sorted-arrays,Intersection of Three Sorted Arrays,简单,是,,已拉取
1214,two-sum-bsts,Two Sum BSTs,中等,是,,已拉取
1215,stepping-numbers,Stepping Numbers,中等,是,,已拉取
1216,valid-palindrome-iii,Valid Palindrome III,困难,是,,已拉取
1217,minimum-cost-to-move-chips-to-the-same-position,Minimum Cost to Move Chips to The Same Position,简单,否,,已拉取
